Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/25  17:00:00,97.9302866325,7.67652149183,31.8868189253,0.0,17.6635504202,40.6971502883,5.76648346097,0.0,0.0,5.76648346097
 07/25  18:00:00,104.729787163,7.91701178519,31.9414156101,0.0,27.5259009287,37.3340067412,11.5563289802,0.0,0.0,11.5563289802
 07/25  19:00:00,104.311300692,7.92445239037,29.1899462361,0.0,33.8341110165,33.3544677425,5.77505642731,0.0,0.0,5.77505642731
 07/25  20:00:00,114.215370779,7.91882614986,25.2934860636,0.0,36.5179666069,38.8247702939,5.77500367754,0.0,0.0,5.77500367754
 07/25  21:00:00,105.902356231,7.73663905386,20.7939535162,0.0,32.965339924,36.8579353714,11.5797464678,0.0148607523001,0.0,11.5648857155
 07/25  22:00:00,76.977555277,7.13818332198,16.0145706532,0.0,25.6355707503,20.6438685092,5.77948260758,0.0,0.0,5.77948260758
 07/25  23:00:00,53.0429098942,6.62308475556,12.1477246435,0.0,15.0252895274,11.7056064465,5.76231882231,0.0,0.0,5.76231882231
 07/25  24:00:00,45.6354305228,6.36461222258,10.0244009878,0.0,11.6412384099,10.0650221343,0.465567040939,0.445567040939,0.0,0.02
 07/26  01:00:00,42.3382449066,6.17961129827,8.47283067487,0.0,10.0992000411,10.047477231,7.06464843922,1.31104824153,0.0,5.75360019769
 07/26  02:00:00,39.2054329548,6.03589278605,7.34330389496,0.0,8.25718729233,10.0299323277,1.72027586873,1.70027586873,0.0,0.02
 07/26  03:00:00,38.2514744463,5.92815890675,6.49707061385,0.0,8.25718729233,10.0299323277,8.10765112921,2.35419626726,0.0,5.75345486195
 07/26  04:00:00,39.0109055649,5.83293751725,5.74519713148,0.0,8.25718729233,11.6354268332,4.20801064154,4.18801064154,0.0,0.02
 07/26  05:00:00,46.5158126074,5.82387135411,5.67971673255,0.0,12.1011305571,15.3678112995,10.1760253608,4.40500223579,0.0,5.771023125
 07/26  06:00:00,72.7596898906,6.35694566574,9.39859736167,0.0,19.7275818095,37.2640762949,14.6344091227,3.06922848248,0.0,11.5651806402
 07/26  07:00:00,94.9980460734,6.77999316076,12.6100815189,0.0,24.3117294858,51.2795993405,13.0258844051,1.42670018687,0.0,11.5991842183
 07/26  08:00:00,81.7100537142,6.35739634839,11.0193625303,0.0,23.6694662846,40.6342015617,23.3946060037,0.0,0.0,23.3946060037
 07/26  09:00:00,81.2274834671,6.41177581365,15.4895143902,0.0,23.6694662846,35.6302164847,35.5349624336,0.0,18.025,17.5099624336
 07/26  10:00:00,65.7232691723,6.30140778632,17.6922202885,0.0,18.7433767983,22.9618409725,41.3306116962,0.0,18.025,23.3056116962
 07/26  11:00:00,69.2961791666,6.48043107012,21.0881856624,0.0,18.7433767983,22.9618409725,35.4809932101,0.0,18.025,17.4559932101
 07/26  12:00:00,72.9019261322,6.70044019788,24.4304749956,0.0,18.5889407304,23.1597249699,29.6670384396,0.0,18.025,11.6420384396
 07/26  13:00:00,76.6567039959,6.93172014927,27.7074710019,0.0,18.7433767983,23.2517909448,35.4787700582,0.0,18.025,17.4537700582
 07/26  14:00:00,80.1314095844,7.15638443783,30.9575120284,0.0,18.7433767983,23.2517909448,35.4775338345,0.0,18.025,17.4525338345
 07/26  15:00:00,82.4362942472,7.35997161697,33.3487599268,0.0,18.7433767983,22.9618409725,35.4797842002,0.0,18.025,17.4547842002
 07/26  16:00:00,89.1802610989,7.58064287213,35.4207579186,0.0,18.7433767983,27.431320555,23.7828896331,0.0,18.025,5.75788963315
 07/26  17:00:00,103.396786198,8.00087092045,37.0289744172,0.0,17.6635504202,40.6971502883,5.76654220838,0.0,0.0,5.76654220838
 07/26  18:00:00,110.30773908,8.24096433254,37.1954297536,0.0,27.5259009287,37.3340067412,5.78788456642,0.0,0.0,5.78788456642
 07/26  19:00:00,111.432998721,8.32436251589,35.9117345718,0.0,33.8341110165,33.3544677425,5.77515993627,0.0,0.0,5.77515993627
