Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly) 
 03/04  11:00:00,0.337803285135,1.02073508862,0.0,0.29556756651,0.0,0.00583358968098,0.00583358968098,0.00583358968098,0.0207143171562,0.00345965570785,0.0690396320483,0.228934090542
 03/04  12:00:00,0.335761590513,0.896944151229,0.0,0.240525713144,0.0,0.00474723371977,0.00474723371977,0.00474723371977,0.0207143171562,0.00345965570785,0.0680141542672,0.229004229662
 03/04  13:00:00,0.333750628108,0.858282795705,0.0,0.251321220357,0.0,0.00496030364561,0.00496030364561,0.00496030364561,0.0207143171562,0.00345965570785,0.0696477735838,0.225146578014
 03/04  14:00:00,0.340696754414,0.843507669287,0.0,0.295061079186,0.0,0.00582359318757,0.00582359318757,0.00582359318757,0.0207143171562,0.00345965570785,0.0679451679306,0.232932020432
 03/04  15:00:00,0.351597873639,0.854453286606,0.0,0.342025234688,0.0,0.00675052037429,0.00675052037429,0.00675052037429,0.0207143171562,0.00345965570785,0.0648033443648,0.246048036036
 03/04  16:00:00,0.37019807604,0.832229912613,0.0,0.286755834889,0.0,0.00565967335022,0.00565967335022,0.00565967335022,0.0239011343593,0.00399191067207,0.0670981930519,0.259725164606
 03/04  17:00:00,0.440561655091,0.883217165235,0.0,0.216709367781,0.0,0.0042771727175,0.0042771727175,0.0042771727175,0.0366484085077,0.00612092874655,0.0764837956789,0.30720934944
 03/04  18:00:00,0.570943160373,1.32928445092,0.0,0.445091931477,0.0,0.00878473822148,0.00878473822148,0.00878473822148,0.0732968170155,0.0122418574931,0.0935874854583,0.373210262185
 03/04  19:00:00,0.707591408856,0.990958808063,0.0,0.0735455608398,0.0,0.00145156192157,0.00145156192157,0.00145156192157,0.141813397554,0.0236853358819,0.0956254121941,0.405193701305
 03/04  20:00:00,0.763315223067,0.826763701901,0.0,0.0,0.0,0.0,0.0,0.0,0.211923381358,0.0353949406388,0.0879353232816,0.418239577788
 03/04  21:00:00,0.786710829346,0.729691362739,0.0,0.0,0.0,0.0,0.0,0.0,0.227857467374,0.0380562132319,0.0783570511729,0.432618097568
